Iteration,Hg,Hp,Ht,Hr,dist_sum
0,5.3932375000000015,-0.06926249999999912,5.3932375000000015,2.155106250000001,0.0
1,5.301127971761089,-0.16012202823891286,5.301127971761089,2.1432976878610868,0.027189607898274255
2,5.221752928513998,-0.2369970714860029,5.221752928513998,2.131909720913997,0.05400459211762551
3,5.159228313428722,-0.2957716865712776,5.159228313428722,2.1208528792287216,0.0805527495615664
4,5.1065379575495395,-0.34721204245046167,5.1065379575495395,2.110079281549538,0.10690502055100778
5,5.044052712194897,-0.40844728780510475,5.044052712194897,2.0994374796948954,0.1332349581396735
6,4.975665117023433,-0.4768348829765683,4.975665117023433,2.0889929342234312,0.15950108673414928
7,4.9311258583097795,-0.5163741416902214,4.9311258583097795,2.078676041409778,0.18577098502459477
8,4.894308550419598,-0.5531914495804031,4.894308550419598,2.068497731619596,0.2121747122381778
9,4.8463706100690835,-0.6023793899309187,4.8463706100690835,2.0584903366690805,0.2385170879982747
10,4.771942630892585,-0.6743073691074157,4.771942630892585,2.048604050892583,0.26481891323126705
11,4.715295947042282,-0.7309540529577188,4.715295947042282,2.0388027328422798,0.29116197356072576
12,4.656619228113778,-0.7846307718862227,4.656619228113778,2.0290362841137757,0.3176515295531332
13,4.621486770411682,-0.822263229588319,4.621486770411682,2.0193858930116795,0.34407094317178266
14,4.585027312833375,-0.853722687166625,4.585027312833375,2.009809305633373,0.3704720520101324
15,4.5092866890297065,-0.9294633109702948,4.5092866890297065,2.0002554215297037,0.3968947679415465
16,4.453583399578396,-0.9814166004216045,4.453583399578396,1.9908069343783934,0.4230938087713569
17,4.404347542038991,-1.0306524579610112,4.404347542038991,1.9815152999389867,0.4491786529629109
18,4.363474781886004,-1.0715252181139971,4.363474781886004,1.972305945486001,0.4753307365543499
19,4.323537389434941,-1.1102126105650592,4.323537389434941,1.9631998852349386,0.5016272013551637
20,4.27541994308464,-1.1545800569153613,4.27541994308464,1.9542039930846369,0.527909186543301
21,4.235373418742627,-1.195876581257375,4.235373418742627,1.9453153130426224,0.5542088161166324
22,4.189836255007552,-1.237663744992449,4.189836255007552,1.9364553534075482,0.5805458028505605
23,4.120402413927823,-1.3045975860721777,4.120402413927823,1.9276310573278193,0.6069502295409138
24,4.060646825179235,-1.3706031748207657,4.060646825179235,1.9187921703792319,0.633454120467944
25,4.007023033562916,-1.4204769664370855,4.007023033562916,1.9101491585629122,0.659697437071346
26,3.9773417711291295,-1.448908228870872,3.9773417711291295,1.9017272683291253,0.6858322618169792
27,3.929945650333894,-1.4938043496661082,3.929945650333894,1.8935028828338898,0.7118699821717924
28,3.88977843605442,-1.5352215639455808,3.88977843605442,1.885409911254416,0.7379060068602133
29,3.853120166316516,-1.5706298336834845,3.853120166316516,1.8776748484165124,0.7636544229013714
30,3.807552021709929,-1.6161979782900724,3.807552021709929,1.8703653317099245,0.7888897329484411
31,3.765591444732607,-1.6569085552673943,3.765591444732607,1.8632970633326025,0.8137401334422324
32,3.7252712141374795,-1.699728785862522,3.7252712141374795,1.8564467837374752,0.8382021441968536
33,3.691130013289245,-1.7326199867107552,3.691130013289245,1.8498363430892413,0.8623402751894101
34,3.6310402873681547,-1.787709712631846,3.6310402873681547,1.8434368701681505,0.8862148596121775
35,3.5969789557334084,-1.8142710442665926,3.5969789557334084,1.8370901657334038,0.909989235953663
36,3.569576287028513,-1.8416737129714869,3.569576287028513,1.830717955028509,0.9339026115886345
37,3.5517340671678665,-1.8570159328321347,3.5517340671678665,1.8245547816678618,0.9576649959401461
38,3.4924876413365125,-1.9150123586634888,3.4924876413365125,1.818579949736508,0.98131799335536
39,3.4531749368764824,-1.9543250631235187,3.4531749368764824,1.8127245756764778,1.0047789956872002
40,3.4292854628362557,-1.9782145371637454,3.4292854628362557,1.806910432836252,1.0279470597436593
41,3.387343308878104,-2.018906691121897,3.387343308878104,1.8012007392781,1.0509777040330248
